idExecute;numInd;max_generations;acceptableDistance;maxFFcalls;neighboringDistance;neighboringPenality;minCrossProbability;minMutationProbability;maxCrossProbability;maxMutationProbability;fitnessFunction;selectFunction;crossFunction;mutationFunction;generation;countCallFF;currentEuclideanDistance;mediaFitness;bestFitness;status;variables
0;10;null;null;50;1.0;0.3;0.1;0.1;0.6;0.8;TestFunctions.Rastrigin;SelectFunctions.Roulette;CrossFunctions.FixedPercentCrossOneLocus;MutationFunctions.RandomMutation;5;51;4,57946721791957;-32,11191702967293;-23,21038007391431;finish;-3,072;-1,024;3,072;-1,024
